,filename, date, gender, race, yearofbirth, weather, glasses, expression, yaw,Unnamed: 9
7714,90089d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,0,90089d20.nef
7715,90089d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,0,90089d21.nef
7716,90089d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,0,90089d22.nef
7717,90089d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,0,90089d23.nef
7718,90089d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,0,90089d24.nef
7719,90089d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,0,90089d25.nef
7720,90089d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,0,90089d26.nef
7721,90089d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,0,90089d27.nef
7722,90089d28.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,90,90089d28.nef
7725,90089d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,90,90089d31.nef
7727,90089d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,90,90089d33.nef
7728,90089d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,45,90089d34.nef
7729,90089d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, Happiness,45,90089d35.nef
7730,90089d36.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,45,90089d36.nef
7731,90089d37.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,45,90089d37.nef
7732,90089d38.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,45,90089d38.nef
7733,90089d39.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,45,90089d39.nef
7734,90089d43.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,-90,90089d43.nef
7735,90089d44.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,-90,90089d44.nef
7736,90089d45.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,-90,90089d45.nef
7737,90089d46.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,-90,90089d46.nef
7738,90089d47.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,-90,90089d47.nef
7739,90089d48.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,-90,90089d48.nef
7740,90089d49.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,-45,90089d49.nef
7741,90089d50.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,-45,90089d50.nef
7742,90089d51.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,-45,90089d51.nef
7743,90089d52.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,-45,90089d52.nef
7744,90089d53.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,-45,90089d53.nef
7745,90089d54.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,-45,90089d54.nef
7746,90089d55.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,0,90089d55.nef
7747,90089d56.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,0,90089d56.nef
7748,90089d57.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,0,90089d57.nef
7749,90089d58.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,0,90089d58.nef
7750,90089d59.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,0,90089d59.nef
7751,90089d60.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,0,90089d60.nef
7752,90089d61.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,0,90089d61.nef
7753,90089d62.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,0,90089d62.nef
7754,90089d63.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,0,90089d63.nef
7755,90089d64.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,0,90089d64.nef
7756,90089d65.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,0,90089d65.nef
7757,90089d66.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,0,90089d66.nef
7758,90089d67.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,90,90089d67.nef
7759,90089d68.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,90,90089d68.nef
7760,90089d69.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,90,90089d69.nef
7761,90089d70.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,90,90089d70.nef
7762,90089d71.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,90,90089d71.nef
7763,90089d72.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,90,90089d72.nef
7764,90089d73.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,45,90089d73.nef
7765,90089d74.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,45,90089d74.nef
7766,90089d75.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,45,90089d75.nef
7767,90089d76.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,45,90089d76.nef
7768,90089d77.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,45,90089d77.nef
7769,90089d78.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,45,90089d78.nef
7770,90090d4.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,-90,90090d4.nef
7771,90090d5.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,-90,90090d5.nef
7772,90090d6.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,-90,90090d6.nef
7773,90090d7.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,-90,90090d7.nef
7774,90090d8.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,-90,90090d8.nef
7775,90090d9.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,-45,90090d9.nef
7776,90090d10.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, Happiness,-45,90090d10.nef
7777,90090d11.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,-45,90090d11.nef
7778,90090d12.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,-45,90090d12.nef
7779,90090d13.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,-45,90090d13.nef
7780,90090d14.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,-45,90090d14.nef
7781,90090d15.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,0,90090d15.nef
7782,90090d16.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,0,90090d16.nef
7783,90090d17.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, Happiness,0,90090d17.nef
7784,90090d18.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, Happiness,0,90090d18.nef
7785,90090d19.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,0,90090d19.nef
7786,90090d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,0,90090d20.nef
7787,90090d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,0,90090d21.nef
7788,90090d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,0,90090d22.nef
7789,90090d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,0,90090d23.nef
7790,90090d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,0,90090d24.nef
7791,90090d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,0,90090d25.nef
7792,90090d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,90,90090d26.nef
7793,90090d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, Happiness,90,90090d27.nef
7795,90090d29.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,90,90090d29.nef
7796,90090d30.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,90,90090d30.nef
7797,90090d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,90,90090d31.nef
7798,90090d32.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, Happiness,45,90090d32.nef
7799,90090d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, Happiness,45,90090d33.nef
7800,90090d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, prism, BlankStare,45,90090d34.nef
7801,90090d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, none, BlankStare,45,90090d35.nef
7802,90090d36.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, Happiness,45,90090d36.nef
7803,90090d37.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Rain, glasses, BlankStare,45,90090d37.nef
7804,90090d41.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,-90,90090d41.nef
7805,90090d42.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,-90,90090d42.nef
7806,90090d43.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,-90,90090d43.nef
7807,90090d44.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,-90,90090d44.nef
7808,90090d45.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,-90,90090d45.nef
7809,90090d46.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,-90,90090d46.nef
7810,90090d47.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,-45,90090d47.nef
7811,90090d48.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,-45,90090d48.nef
7812,90090d49.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,-45,90090d49.nef
7813,90090d50.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,-45,90090d50.nef
7814,90090d51.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,-45,90090d51.nef
7815,90090d52.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,-45,90090d52.nef
7816,90090d53.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,0,90090d53.nef
7817,90090d54.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,0,90090d54.nef
7818,90090d55.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,0,90090d55.nef
7819,90090d56.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,0,90090d56.nef
7820,90090d57.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,0,90090d57.nef
7821,90090d58.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,0,90090d58.nef
7822,90090d59.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,0,90090d59.nef
7823,90090d60.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,0,90090d60.nef
7824,90090d61.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,0,90090d61.nef
7825,90090d62.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,0,90090d62.nef
7826,90090d63.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,0,90090d63.nef
7827,90090d64.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,0,90090d64.nef
7828,90090d65.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,90,90090d65.nef
7829,90090d66.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,90,90090d66.nef
7830,90090d67.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,90,90090d67.nef
7831,90090d68.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,90,90090d68.nef
7832,90090d69.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,90,90090d69.nef
7834,90090d71.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, Happiness,45,90090d71.nef
7835,90090d72.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, Happiness,45,90090d72.nef
7836,90090d73.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, prism, BlankStare,45,90090d73.nef
7837,90090d74.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, none, BlankStare,45,90090d74.nef
7838,90090d75.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, Happiness,45,90090d75.nef
7839,90090d76.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1988, Inside, glasses, BlankStare,45,90090d76.nef
7840,90091d4.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,-90,90091d4.nef
7841,90091d5.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,-90,90091d5.nef
7842,90091d6.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,-90,90091d6.nef
7843,90091d7.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,-90,90091d7.nef
7844,90091d8.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,-90,90091d8.nef
7845,90091d9.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,-90,90091d9.nef
7846,90091d10.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,-45,90091d10.nef
7847,90091d11.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,-45,90091d11.nef
7848,90091d12.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,-45,90091d12.nef
7849,90091d13.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,-45,90091d13.nef
7850,90091d14.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,-45,90091d14.nef
7851,90091d15.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,-45,90091d15.nef
7852,90091d16.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,0,90091d16.nef
7853,90091d17.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,0,90091d17.nef
7854,90091d18.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,0,90091d18.nef
7855,90091d19.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,0,90091d19.nef
7856,90091d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,0,90091d20.nef
7857,90091d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,0,90091d21.nef
7858,90091d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,0,90091d22.nef
7859,90091d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,0,90091d23.nef
7860,90091d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,0,90091d24.nef
7861,90091d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,0,90091d25.nef
7862,90091d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,0,90091d26.nef
7863,90091d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,0,90091d27.nef
7864,90091d28.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,90,90091d28.nef
7865,90091d29.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,90,90091d29.nef
7866,90091d30.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,90,90091d30.nef
7867,90091d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,90,90091d31.nef
7868,90091d32.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,90,90091d32.nef
7869,90091d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,90,90091d33.nef
7870,90091d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,45,90091d34.nef
7871,90091d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,45,90091d35.nef
7872,90091d36.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,45,90091d36.nef
7873,90091d37.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,45,90091d37.nef
7874,90091d38.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,45,90091d38.nef
7875,90091d39.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,45,90091d39.nef
7876,90091d43.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, Happiness,-90,90091d43.nef
7877,90091d44.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, Happiness,-90,90091d44.nef
7878,90091d45.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, BlankStare,-90,90091d45.nef
7879,90091d46.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, BlankStare,-90,90091d46.nef
7880,90091d47.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, Happiness,-90,90091d47.nef
7881,90091d48.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, BlankStare,-90,90091d48.nef
7882,90091d49.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, Happiness,-45,90091d49.nef
7883,90091d50.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, Happiness,-45,90091d50.nef
7884,90091d51.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, BlankStare,-45,90091d51.nef
7885,90091d52.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, BlankStare,-45,90091d52.nef
7886,90091d53.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, Happiness,-45,90091d53.nef
7887,90091d54.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, BlankStare,-45,90091d54.nef
7888,90091d55.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, Happiness,0,90091d55.nef
7889,90091d56.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, Happiness,0,90091d56.nef
7890,90091d57.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, Happiness,0,90091d57.nef
7891,90091d58.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, Happiness,0,90091d58.nef
7892,90091d59.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, BlankStare,0,90091d59.nef
7893,90091d60.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, BlankStare,0,90091d60.nef
7894,90091d61.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, BlankStare,0,90091d61.nef
7895,90091d62.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, BlankStare,0,90091d62.nef
7896,90091d63.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, Happiness,0,90091d63.nef
7897,90091d64.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, Happiness,0,90091d64.nef
7898,90091d65.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, BlankStare,0,90091d65.nef
7899,90091d66.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, BlankStare,0,90091d66.nef
7900,90091d67.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, Happiness,90,90091d67.nef
7903,90091d70.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, BlankStare,90,90091d70.nef
7904,90091d71.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, Happiness,90,90091d71.nef
7906,90091d73.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, Happiness,45,90091d73.nef
7907,90091d74.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, Happiness,45,90091d74.nef
7908,90091d75.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, prism, BlankStare,45,90091d75.nef
7909,90091d76.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, none, BlankStare,45,90091d76.nef
7910,90091d77.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, Happiness,45,90091d77.nef
7911,90091d78.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Inside, glasses, BlankStare,45,90091d78.nef
7912,90092d4.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,-90,90092d4.nef
7913,90092d5.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,-90,90092d5.nef
7914,90092d6.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,-90,90092d6.nef
7915,90092d7.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,-90,90092d7.nef
7916,90092d8.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,-90,90092d8.nef
7917,90092d9.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,-90,90092d9.nef
7918,90092d10.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,-45,90092d10.nef
7919,90092d11.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,-45,90092d11.nef
7920,90092d12.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,-45,90092d12.nef
7921,90092d13.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,-45,90092d13.nef
7922,90092d14.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,-45,90092d14.nef
7923,90092d15.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,0,90092d15.nef
7924,90092d16.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,0,90092d16.nef
7925,90092d17.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,0,90092d17.nef
7926,90092d18.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,0,90092d18.nef
7927,90092d19.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,0,90092d19.nef
7928,90092d20.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,0,90092d20.nef
7929,90092d21.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,0,90092d21.nef
7930,90092d22.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,0,90092d22.nef
7931,90092d23.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,0,90092d23.nef
7932,90092d24.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,0,90092d24.nef
7933,90092d25.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,0,90092d25.nef
7934,90092d26.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,0,90092d26.nef
7935,90092d27.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,90,90092d27.nef
7936,90092d28.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,90,90092d28.nef
7937,90092d29.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,90,90092d29.nef
7938,90092d30.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, BlankStare,90,90092d30.nef
7939,90092d31.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, Happiness,90,90092d31.nef
7940,90092d32.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, glasses, BlankStare,90,90092d32.nef
7941,90092d33.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, none, Happiness,45,90092d33.nef
7942,90092d34.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, Happiness,45,90092d34.nef
7943,90092d35.nef, 2009-08-08 00:00:00, Female, Black-or-African-American,1976, Rain, prism, BlankStare,45,90092d35.nef
